Incident Number,Date of Incident,Application,Severity,Owner,Caused by Change,Incident Description,Timeline
INC2383000 + 100,13 Jul 2024,NL0 - Netherlands website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting NL0 - Netherlands website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of NL0 - Netherlands website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 101,14 Apr 2024,CH0 - Switzerland website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting CH0 - Switzerland website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of CH0 - Switzerland website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 102,07 Oct 2024,UK2 - UK Professional website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting UK2 - UK Professional website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of UK2 - UK Professional website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 103,01 Sep 2024,NL0 - Netherlands website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting NL0 - Netherlands website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of NL0 - Netherlands website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 104,27 Aug 2024,IT0 - Italy website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting IT0 - Italy website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of IT0 - Italy website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 105,02 May 2024,LA0 - Latin America website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting LA0 - Latin America website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of LA0 - Latin America website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 106,06 Mar 2024,MX0 - Mexico website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting MX0 - Mexico website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of MX0 - Mexico website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 107,19 Aug 2024,LA0 - Latin America website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting LA0 - Latin America website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of LA0 - Latin America website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 108,28 Dec 2024,IT0 - Italy website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting IT0 - Italy website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of IT0 - Italy website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 109,20 Nov 2024,EU0 - Europe website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting EU0 - Europe website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of EU0 - Europe website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 110,26 Jan 2024,FA0 - France website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting FA0 - France website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of FA0 - France website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 111,13 Jan 2024,IT0 - Italy website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting IT0 - Italy website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of IT0 - Italy website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 112,04 Oct 2024,FA0 - France website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting FA0 - France website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of FA0 - France website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 113,13 Sep 2024,LA0 - Latin America website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting LA0 - Latin America website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of LA0 - Latin America website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 114,15 Apr 2024,FA0 - France website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting FA0 - France website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of FA0 - France website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 115,25 Oct 2024,CH0 - Switzerland website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting CH0 - Switzerland website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of CH0 - Switzerland website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 116,19 Feb 2024,UK2 - UK Professional website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting UK2 - UK Professional website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of UK2 - UK Professional website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 117,02 Dec 2024,MX0 - Mexico website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting MX0 - Mexico website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of MX0 - Mexico website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
